java.com.addthis.codec.binary.CodecBin2,0,12,12
java.org.apache.commons.codec.binary.Base32,0,39,39
java.org.apache.commons.codec.binary.Base64,0,24,24
java.org.apache.commons.codec.digest.UnixCrypt,0,23,23
java.org.apache.commons.codec.language.DoubleMetaphone,0,50,50
java.org.apache.commons.codec.language.Metaphone,0,11,11
java.org.apache.commons.fileupload.MultipartStream,0,11,11
java.org.apache.commons.lang3.ArrayUtils,0,97,97
java.org.apache.commons.lang3.BooleanUtils,0,17,17
java.org.apache.commons.lang3.ClassUtils,0,15,15
java.org.apache.commons.lang3.Conversion,0,66,66
java.org.apache.commons.lang3.StringUtils,0,119,119
java.org.apache.commons.lang3.builder.CompareToBuilder,0,22,22
java.org.apache.commons.lang3.builder.EqualsBuilder,0,16,16
java.org.apache.commons.lang3.builder.ToStringStyle,0,14,14
java.org.apache.commons.lang3.math.Fraction,0,25,25
java.org.apache.commons.lang3.math.NumberUtils,0,33,33
java.org.apache.commons.lang3.reflect.TypeUtils,0,16,16
java.org.apache.commons.lang3.text.StrBuilder,0,63,63
java.org.apache.commons.lang3.time.DateUtils,0,17,17
java.org.apache.commons.lang3.time.DurationFormatUtils,0,12,12
java.org.apache.commons.lang3.time.FastDatePrinter,0,15,15
java.com.github.kevinsawicki.http.HttpRequest,0,28,28
jdepend.framework.ClassFileParser,0,11,11
java.org.jgrapht.alg.KuhnMunkresMinimalWeightBipartitePerfectMatching,0,15,15
java.org.joda.time.DateTimeZone,0,18,18
java.org.joda.time.Partial,0,11,11
java.org.joda.time.Period,0,14,14
java.org.joda.time.PeriodType,0,19,19
java.org.joda.time.chrono.BasicChronology,0,13,13
java.org.joda.time.chrono.GJChronology,0,13,13
java.org.joda.time.chrono.IslamicChronology,0,11,11
java.org.joda.time.format.DateTimeFormat,0,12,12
java.org.joda.time.format.DateTimeFormatterBuilder,0,53,53
java.org.joda.time.format.FormatUtils,0,16,16
java.org.joda.time.format.ISODateTimeFormat,0,12,12
java.org.joda.time.format.PeriodFormatterBuilder,0,47,47
java.org.joda.time.tz.DateTimeZoneBuilder,0,42,42
java.org.joda.time.tz.ZoneInfoCompiler,0,15,15
java.org.jsoup.parser.CharacterReader,0,22,22
java.org.jsoup.parser.HtmlTreeBuilder,0,12,12
java.org.jsoup.parser.HtmlTreeBuilderState,0,18,18
java.com.grahamedgecombe.jterminal.vt100.Vt100TerminalModel,0,11,11
java.sun.pitest.CodeCoverageStore,9,7,16
